case_id,compute_work,council_branch_compute_work,council_branch_validation_nodes,council_compute_work,council_initial_compute_work,council_initial_validations,discovering_node,finishing_node,host_wall_seconds,mode,pouw_computations,pouw_compute_work,pouw_time,proof_hash_checks,proof_hash_compute_work,proof_semantic_checks,proof_semantic_compute_work,search_compute_work,simulation_time,total_computations,total_compute_work,total_hashes,total_time,transcript_compute_work,transcript_records,validation_computations,validation_compute_work,validation_time,validation_valid
22,,0.01411895026111424,90,0.014139414215367154,2.046395425291507e-05,4,node2,node4,0.04351787299992793,council,788,0.02635441732782567,8.858158319764353,0,0.0,0,0.0,0.02635441732782567,20.95229707294708,1210.7700526676208,0.040493831543192825,,20.95229707294708,0.0,0,422.7700526676208,0.014139414215367154,12.094138753182726,True
23,0.5548534381624304,,,,,,,,0.3805953410001166,pow,,,,,,,,,173.98014888337468,,,487665,,,,,,,
23,,0.0,0,0.0,0.0,0,node1,node3,0.17363264400000844,none,3882,0.12983229450078587,40.828139045957684,0,0.0,0,0.0,0.12983229450078587,40.828139045957684,3882.0000000000005,0.12983229450078587,,40.828139045957684,0.0,0,0.0,0.0,0.0,True
23,,0.0,0,0.0,0.0,0,node1,node3,0.347039949000191,proof,3901,0.15392404757085246,65.03121323130803,7150,0.02040151726807917,7163,0.1321448163730025,0.13046774364955324,208.94563155910504,9163.498376419182,0.30647038121193415,,208.94563155910504,0.02345630392129921,7150,4561.152288586371,0.15254633364108167,143.914418327797,True
23,,0.09334194894847747,595,0.09336241290273038,2.046395425291507e-05,4,node1,node3,0.223015803999715,council,3882,0.12983229450078587,40.828139045957684,0,0.0,0,0.0,0.12983229450078587,108.13675369568463,6673.546496824838,0.22319470740351627,,108.13675369568463,0.0,0,2791.546496824837,0.09336241290273038,67.30861464972695,True
24,0.10621478476572516,,,,,,,,0.08368565699993269,pow,,,,,,,,,36.1,,,93353,,,,,,,
24,,0.0,0,0.0,0.0,0,node1,node3,0.07954878400005327,none,1774,0.05933088367964815,20.29711505824015,0,0.0,0,0.0,0.05933088367964815,20.29711505824015,1774.0,0.05933088367964815,,20.29711505824015,0.0,0,0.0,0.0,0.0,True
24,,0.0,0,0.0,0.0,0,node2,node3,0.15651762300012706,proof,1746,0.06885627191161144,30.248993063080015,3189,0.009099362037469156,3202,0.0590712972255136,0.058394432302517285,177.33336534080047,4097.120434211804,0.1370269311745942,,177.33336534080047,0.01046183960909415,3189,2038.3102700021775,0.06817065926298276,147.08437227772046,True
24,,0.04219997355821923,269,0.04222043751247215,2.046395425291507e-05,4,node1,node3,0.10842016099968532,council,1774,0.05933088367964815,20.29711505824015,0,0.0,0,0.0,0.05933088367964815,63.77298504139155,3036.3957625768126,0.10155132119212029,,63.77298504139155,0.0,0,1262.3957625768126,0.04222043751247215,43.475869983151405,True
25,0.0997909025681816,,,,,,,,0.06695360300000175,pow,,,,,,,,,31.32474804031355,,,87707,,,,,,,
